id,section_id/id,user_id/id
res.partner_CACING,crm_case_section_Wallonie,base.users_nda
res.partner_CACMER,crm_case_section_Wallonie,base.users_nda
res.partner_CACRED,crm_case_section_Wallonie,base.users_nda
res.partner_CACREM,crm_case_section_Wallonie,base.users_nda
res.partner_CACTET,crm_case_section_Wallonie,base.users_nda
res.partner_CACTI,crm_case_section_Wallonie,base.users_nda
res.partner_CACTKA,crm_case_section_Wallonie,base.users_nda
res.partner_CACTUS,crm_case_section_Wallonie,base.users_nda
res.partner_CADEA1,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CADEA2,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CADO01,crm_case_section_Wallonie,base.users_nda
res.partner_CADVOY,crm_case_section_Export,base.users_dso
res.partner_CAFELA,crm_case_section_Nord,base.users_mer
res.partner_CAHEN,crm_case_section_Wallonie,base.users_nda
res.partner_CAILIN,crm_case_section_Sud,base.users_lmi
res.partner_CALB,crm_case_section_Export,base.users_dso
res.partner_CALCAS,crm_case_section_Export,base.users_dso
res.partner_CALCIA,crm_case_section_Export,base.users_dso
res.partner_CALCUS,crm_case_section_Export,base.users_dso
res.partner_CALDEN,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CALEM1,crm_case_section_Flandres,base.users_cfr
res.partner_CALIN,crm_case_section_Wallonie,base.users_nda
res.partner_CALLDE,crm_case_section_Wallonie,base.users_nda
res.partner_CALLEB,crm_case_section_Flandres,base.users_cfr
res.partner_CALLIE,crm_case_section_Flandres,base.users_cfr
res.partner_CALLIX,crm_case_section_Nord,base.users_mer
res.partner_CAMAP,crm_case_section_Wallonie,base.users_nda
res.partner_CAMBRI,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CAMERO,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CAMPIN,crm_case_section_Wallonie,base.users_nda
res.partner_CAPARE,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CAPCUI,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CAPIAU,crm_case_section_Flandres,base.users_cfr
res.partner_CAPLIN,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CAPR01,crm_case_section_Sud,base.users_lmi
res.partner_CAPTAI,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CAPUCI,crm_case_section_Wallonie,base.users_nda
res.partner_CARA01,crm_case_section_Wallonie,base.users_nda
res.partner_CARAVE,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CARBAG,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CARDIN,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CARENT,crm_case_section_Nord,base.users_mer
res.partner_CARGO1,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CARGO2,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CARIQU,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CAROL,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CAROU1,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CARR30,crm_case_section_Export,base.users_dso
res.partner_CARRE1,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_CARREF,crm_case_section_Export,base.users_dso
res.partner_CARRER,crm_case_section_Export,base.users_dso
res.partner_CASADO,crm_case_section_Export,base.users_dso
res.partner_CASE,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CASELO,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CASIO,crm_case_section_Export,base.users_dso
res.partner_CASPAR,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_CASPIA,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CASSAG,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CASTAG,crm_case_section_Export,base.users_dso
res.partner_CASTI1,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CATOE,crm_case_section_Nord,base.users_mer
res.partner_CAZAL1,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CBC,crm_case_section_Export,base.users_dso
res.partner_CDS,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CECIL,crm_case_section_Nord,base.users_mer
res.partner_CECP01,crm_case_section_Wallonie,base.users_nda
res.partner_CELINA,crm_case_section_Nord,base.users_mer
res.partner_CELINE,crm_case_section_Wallonie,base.users_nda
res.partner_CENTE1,crm_case_section_Nord,base.users_mer
res.partner_CENTE2,crm_case_section_Flandres,base.users_cfr
res.partner_CENTRE,crm_case_section_Nord,base.users_mer
res.partner_CGEDIS,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CGM001,crm_case_section_Nord,base.users_mer
res.partner_CHABOU,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CHABRI,crm_case_section_Nord,base.users_mer
res.partner_CHAINA,crm_case_section_Wallonie,base.users_nda
res.partner_CHALIE,crm_case_section_Sud,base.users_lmi
res.partner_CHAMEL,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CHAPIE,crm_case_section_Wallonie,base.users_nda
res.partner_CHAPMA,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CHARLE,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CHASTA,crm_case_section_Nord,base.users_mer
res.partner_CHEMAL,crm_case_section_Flandres,base.users_cfr
res.partner_CHEN01,crm_case_section_Export,base.users_dso
res.partner_CHENG,crm_case_section_Nord,base.users_mer
res.partner_CHERIS,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CHEVER,crm_case_section_Wallonie,base.users_nda
res.partner_CHEVRA,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CHIARA,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_CHICCH,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CHICIN,crm_case_section_Autriche,base.users_dke
res.partner_CHICM1,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CHICNE,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CHICTH,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CHINEF,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CHLOE1,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CHNIMO,crm_case_section_Autriche,base.users_dke
res.partner_CHOUET,crm_case_section_Flandres,base.users_cfr
res.partner_CIELYO,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_CILGRO,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CIT,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CITEDO,crm_case_section_Nord,base.users_mer
res.partner_CITYB1,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CITYCH,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_CJMARO,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CKHAND,crm_case_section_Autriche,base.users_dke
res.partner_CLAIRE,crm_case_section_Nord,base.users_mer
res.partner_CLAREL,crm_case_section_Export,base.users_dso
res.partner_CLASSI,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CLEBAN,crm_case_section_Wallonie,base.users_nda
res.partner_CLEMCO,crm_case_section_Nord,base.users_mer
res.partner_CLERDI,crm_case_section_Sud,base.users_lmi
res.partner_CLEREB,crm_case_section_Wallonie,base.users_nda
res.partner_CLICHY,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CLIND,crm_case_section_Nord,base.users_mer
res.partner_CLIPP,crm_case_section_Flandres,base.users_cfr
res.partner_CLIPPE,crm_case_section_Flandres,base.users_cfr
res.partner_CLITEST,crm_case_section_Export,base.users_dso
res.partner_COBAG1,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_COBLEN,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_COCKTA,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_COFFRE,crm_case_section_Sud,base.users_lmi
res.partner_COHINO,crm_case_section_Autriche,base.users_dke
res.partner_COIRON,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_COLETT,crm_case_section_Wallonie,base.users_nda
res.partner_COLGUD,crm_case_section_Export,base.users_dso
res.partner_COLIBR,crm_case_section_Nord,base.users_mer
res.partner_COLIFE,crm_case_section_Export,base.users_dso
res.partner_COLIGN,crm_case_section_Wallonie,base.users_nda
res.partner_COLLEC,crm_case_section_Nord,base.users_mer
res.partner_COMETD,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_COMFLE,crm_case_section_Wallonie,base.users_nda
res.partner_COMMUN,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_COMPA1,crm_case_section_Pays-Bas,base.users_sbe
res.partner_COMPAG,crm_case_section_Nord,base.users_mer
res.partner_COMPBU,crm_case_section_Wallonie,base.users_nda
res.partner_COMPT2,crm_case_section_Nord,base.users_mer
res.partner_COMPU,crm_case_section_Pays-Bas,base.users_sbe
res.partner_COMPWA,crm_case_section_Wallonie,base.users_nda
res.partner_CONSTA,crm_case_section_Wallonie,base.users_nda
res.partner_CONTAC,crm_case_section_Sud,base.users_lmi
res.partner_CONTEN,crm_case_section_Export,base.users_dso
res.partner_CONTRE,crm_case_section_Wallonie,base.users_nda
res.partner_COOK,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_COPPO1,crm_case_section_Nord,base.users_mer
res.partner_CORA,crm_case_section_Wallonie,base.users_nda
res.partner_CORAFR,crm_case_section_Export,base.users_dso
res.partner_CORALU,crm_case_section_Wallonie,base.users_nda
res.partner_CORAND,crm_case_section_Wallonie,base.users_nda
res.partner_CORBER,crm_case_section_Wallonie,base.users_nda
res.partner_CORCHA,crm_case_section_Wallonie,base.users_nda
res.partner_CORDON,crm_case_section_Wallonie,base.users_nda
res.partner_CORELI,crm_case_section_Export,base.users_dso
res.partner_CORHOR,crm_case_section_Wallonie,base.users_nda
res.partner_CORIAC,crm_case_section_Flandres,base.users_cfr
res.partner_CORIUM,crm_case_section_Flandres,base.users_cfr
res.partner_CORLAL,crm_case_section_Wallonie,base.users_nda
res.partner_CORMES,crm_case_section_Wallonie,base.users_nda
res.partner_CORMIE,crm_case_section_Nord,base.users_mer
res.partner_CORNAL,crm_case_section_Sud,base.users_lmi
res.partner_CORNE1,crm_case_section_Wallonie,base.users_nda
res.partner_CORNU1,crm_case_section_Wallonie,base.users_nda
res.partner_CORROC,crm_case_section_Wallonie,base.users_nda
res.partner_CORURA,crm_case_section_Wallonie,base.users_nda
res.partner_CORWOL,crm_case_section_Wallonie,base.users_nda
res.partner_COTECH,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_COTECU,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_COTEOP,crm_case_section_Nord,base.users_mer
res.partner_COTETE,crm_case_section_Wallonie,base.users_nda
res.partner_COULEU,crm_case_section_Sud,base.users_lmi
res.partner_COULO1,crm_case_section_Wallonie,base.users_nda
res.partner_COULON,crm_case_section_Export,base.users_dso
res.partner_COURTO,crm_case_section_Nord,base.users_mer
res.partner_CPBF,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CPRB,crm_case_section_Wallonie,base.users_nda
res.partner_CREASE,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CREAT1,crm_case_section_Nord,base.users_mer
res.partner_CREAT2,crm_case_section_Wallonie,base.users_nda
res.partner_CREAT3,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CREATIF,crm_case_section_Sud,base.users_lmi
res.partner_CRIJNS,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CROASD,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CROCOP,crm_case_section_Nord,base.users_mer
res.partner_CRONOM,crm_case_section_Wallonie,base.users_nda
res.partner_CROWSF,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CRYST1,crm_case_section_Flandres,base.users_cfr
res.partner_CS,crm_case_section_Sud,base.users_lmi
res.partner_CUBBAE,crm_case_section_Flandres,base.users_cfr
res.partner_CUEVAS,crm_case_section_Export,base.users_dso
res.partner_CUI,crm_case_section_Wallonie,base.users_nda
res.partner_CUIR,crm_case_section_Wallonie,base.users_nda
res.partner_CUIR21,crm_case_section_Nord,base.users_mer
res.partner_CUIR49,crm_case_section_Nord,base.users_mer
res.partner_CUIRBO,crm_case_section_Sud,base.users_lmi
res.partner_CUIRCH,crm_case_section_Sud,base.users_lmi
res.partner_CUIREL,crm_case_section_Wallonie,base.users_nda
res.partner_CUIREV,crm_case_section_Nord,base.users_mer
res.partner_CUIRPA,crm_case_section_Nord,base.users_mer
res.partner_CUIRS1,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_CUIRY,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CUIRYS,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_CUPITT,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CUPPEN,crm_case_section_Pays-Bas,base.users_sbe
res.partner_CURPHE,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_CYBEL1,crm_case_section_Nord,base.users_mer
res.partner_CZTEND,crm_case_section_Nord,base.users_mer
res.partner_DAAMS1,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DACAMI,crm_case_section_Export,base.users_dso
res.partner_DACHS1,crm_case_section_Export,base.users_dso
res.partner_DACOBE,crm_case_section_Wallonie,base.users_nda
res.partner_DACOFR,crm_case_section_Nord,base.users_mer
res.partner_DACOMA,crm_case_section_Export,base.users_dso
res.partner_DACTY1,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DADROG,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DAHLA1,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_DAILYT,crm_case_section_Flandres,base.users_cfr
res.partner_DALER1,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DALIAN,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DALTO1,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DALTON,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DANESA,crm_case_section_Export,base.users_dso
res.partner_DANIEL,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DANKER,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DANNEE,crm_case_section_Flandres,base.users_cfr
res.partner_DANYS,crm_case_section_Sud,base.users_lmi
res.partner_DARICI,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DASSEL,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DATAEX,crm_case_section_Wallonie,base.users_nda
res.partner_DAUGER,crm_case_section_Export,base.users_dso
res.partner_DAVID1,crm_case_section_Nord,base.users_mer
res.partner_DAVID2,crm_case_section_Sud,base.users_lmi
res.partner_DAVIDL,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_DAVIDT,crm_case_section_Export,base.users_dso
res.partner_DAVISE,crm_case_section_Export,base.users_dso
res.partner_DAVYPR,crm_case_section_Flandres,base.users_cfr
res.partner_DAWSON,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_DDC,crm_case_section_Nord,base.users_mer
res.partner_DEACON,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_DEBEST,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEBISS,crm_case_section_Flandres,base.users_cfr
res.partner_DEBLAU,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEBRIE,crm_case_section_Flandres,base.users_cfr
res.partner_DECOLO,crm_case_section_Wallonie,base.users_nda
res.partner_DECORA,crm_case_section_Flandres,base.users_cfr
res.partner_DECORE,crm_case_section_Sud,base.users_lmi
res.partner_DECROO,crm_case_section_Flandres,base.users_cfr
res.partner_DEGEY,crm_case_section_Flandres,base.users_cfr
res.partner_DEGEY2,crm_case_section_Flandres,base.users_cfr
res.partner_DEGEYT,crm_case_section_Wallonie,base.users_nda
res.partner_DEGLA1,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEGOUD,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEGRAV,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEGROE,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEGROT,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEGULD,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEHUIS,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEJON2,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEKABI,crm_case_section_Wallonie,base.users_nda
res.partner_DEKEYS,crm_case_section_Flandres,base.users_cfr
res.partner_DEKLO1,crm_case_section_Export,base.users_dso
res.partner_DEKORD,crm_case_section_Flandres,base.users_cfr
res.partner_DELBEA,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DELEES,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DELFAU,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DELHAI,crm_case_section_Export,base.users_dso
res.partner_DELIND,crm_case_section_Flandres,base.users_cfr
res.partner_DELINN,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DELOOZ,crm_case_section_Wallonie,base.users_nda
res.partner_DELOPE,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DELPAC,crm_case_section_Flandres,base.users_cfr
res.partner_DELSEY,crm_case_section_Nord,base.users_mer
res.partner_DELSOL,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DELVAU,crm_case_section_Wallonie,base.users_nda
res.partner_DEMA,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEMANE,crm_case_section_Flandres,base.users_cfr
res.partner_DENHAM,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_DENIQU,crm_case_section_Export,base.users_dso
res.partner_DEPAS1,crm_case_section_Wallonie,base.users_nda
res.partner_DEPERS,crm_case_section_Export,base.users_dso
res.partner_DEPRIN,crm_case_section_Flandres,base.users_cfr
res.partner_DER,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEROAN,crm_case_section_Wallonie,base.users_nda
res.partner_DEROOI,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEROOY,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEROSS,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DERYCK,crm_case_section_Wallonie,base.users_nda
res.partner_DESCHO,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DESFIL,crm_case_section_Sud,base.users_lmi
res.partner_DESIG1,crm_case_section_Export,base.users_dso
res.partner_DESLEUT,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DESMET,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DESOME,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DESPES,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DETAF,crm_case_section_Wallonie,base.users_nda
res.partner_DETHIO,crm_case_section_Wallonie,base.users_nda
res.partner_DEVILL,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_DEVOOY,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEVOSG,crm_case_section_Flandres,base.users_cfr
res.partner_DEVRED,crm_case_section_Sud,base.users_lmi
res.partner_DEVRI,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEVRI1,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEVUYS,crm_case_section_Flandres,base.users_cfr
res.partner_DEWENS,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DEWEST,crm_case_section_Flandres,base.users_cfr
res.partner_DEWIN1,crm_case_section_Wallonie,base.users_nda
res.partner_DEWIT,crm_case_section_Flandres,base.users_cfr
res.partner_DEXIM,crm_case_section_Flandres,base.users_cfr
res.partner_DGN,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DGN001,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DHAENE,crm_case_section_Flandres,base.users_cfr
res.partner_DHONDT,crm_case_section_Flandres,base.users_cfr
res.partner_DIEBIJ,crm_case_section_Flandres,base.users_cfr
res.partner_DIEGO1,crm_case_section_Flandres,base.users_cfr
res.partner_DIERCK,crm_case_section_Flandres,base.users_cfr
res.partner_DIERIX,crm_case_section_Flandres,base.users_cfr
res.partner_DIET,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_DIETA1,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_DIFFUS,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DIFOR,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DIFORZ,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DIGIOV,crm_case_section_Wallonie,base.users_nda
res.partner_DIGNAZ,crm_case_section_Wallonie,base.users_nda
res.partner_DILUP,crm_case_section_Export,base.users_dso
res.partner_DIMATI,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DINAPO,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DIOMED,crm_case_section_Rome,base.users_ige
res.partner_DIPORT,crm_case_section_Export,base.users_dso
res.partner_DIPPIN,crm_case_section_Export,base.users_dso
res.partner_DIPRIM,crm_case_section_Wallonie,base.users_nda
res.partner_DIRK,crm_case_section_Flandres,base.users_cfr
res.partner_DISTIN,crm_case_section_Nord,base.users_mer
res.partner_DISTR2,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DISTR4,crm_case_section_Export,base.users_dso
res.partner_DIVER1,crm_case_section_Export,base.users_dso
res.partner_DIVINE,crm_case_section_Nord,base.users_mer
res.partner_DIYARK,crm_case_section_Export,base.users_dso
res.partner_DJERBI,crm_case_section_Sud,base.users_lmi
res.partner_DLMARO,crm_case_section_Nord,base.users_mer
res.partner_DMC001,crm_case_section_Export,base.users_dso
res.partner_DMCMOD,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_DOESBU,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DOLMEN,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DOLORE,crm_case_section_Wallonie,base.users_nda
res.partner_DOMAIN,crm_case_section_Export,base.users_dso
res.partner_DOMING,crm_case_section_Export,base.users_dso
res.partner_DONKE1,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DONNE1,crm_case_section_Rome,base.users_ige
res.partner_DOODLE,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_DORFL1,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_DORINT,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_DORIS,crm_case_section_Wallonie,base.users_nda
res.partner_DOTJEW,crm_case_section_Flandres,base.users_cfr
res.partner_DOTSSP,crm_case_section_Wallonie,base.users_nda
res.partner_DOVIBA,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_DPDBEL,crm_case_section_Export,base.users_dso
res.partner_DRAGNE,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DREIER,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_DRIEKO,crm_case_section_Flandres,base.users_cfr
res.partner_DRIESE,crm_case_section_Flandres,base.users_cfr
res.partner_DROGU1,crm_case_section_Sud,base.users_lmi
res.partner_DTTRAD,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_DUENDE,crm_case_section_Export,base.users_dso
res.partner_DUGLAS,crm_case_section_Export,base.users_dso
res.partner_DUGROS,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DULOUT,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DUMAC,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DUMACO,crm_case_section_Pays-Bas,base.users_sbe
res.partner_DUNKEL,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_DUOFAN,crm_case_section_Nord,base.users_mer
res.partner_DUPLIR,crm_case_section_Export,base.users_dso
res.partner_DUPON1,crm_case_section_Wallonie,base.users_nda
res.partner_DUTRON,crm_case_section_Wallonie,base.users_nda
res.partner_DUVIV1,crm_case_section_Wallonie,base.users_nda
res.partner_DYADEM,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_DYNN01,crm_case_section_Wallonie,base.users_nda
res.partner_EABAGS,crm_case_section_Nord,base.users_mer
res.partner_EBCOR,crm_case_section_Export,base.users_dso
res.partner_EBELIN,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_EBENSP,crm_case_section_Autriche,base.users_dke
res.partner_ECAGIM,crm_case_section_Wallonie,base.users_nda
res.partner_ECANTH,crm_case_section_Wallonie,base.users_nda
res.partner_ECBONS,crm_case_section_Wallonie,base.users_nda
res.partner_ECBOUN,crm_case_section_Wallonie,base.users_nda
res.partner_ECBRES,crm_case_section_Wallonie,base.users_nda
res.partner_ECFLEM,crm_case_section_Wallonie,base.users_nda
res.partner_ECFRAI,crm_case_section_Wallonie,base.users_nda
res.partner_ECHER,crm_case_section_Wallonie,base.users_nda
res.partner_ECHEUR,crm_case_section_Wallonie,base.users_nda
res.partner_ECHUYS,crm_case_section_Wallonie,base.users_nda
res.partner_ECJUPI,crm_case_section_Wallonie,base.users_nda
res.partner_ECKERT,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_ECLAMB,crm_case_section_Wallonie,base.users_nda
res.partner_ECLAST,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_ECLIBE,crm_case_section_Wallonie,base.users_nda
res.partner_ECLIEG,crm_case_section_Wallonie,base.users_nda
res.partner_ECMAGN,crm_case_section_Wallonie,base.users_nda
res.partner_ECMODA,crm_case_section_Wallonie,base.users_nda
res.partner_ECMOHA,crm_case_section_Wallonie,base.users_nda
res.partner_ECOBLU,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_ECOLAB,crm_case_section_Flandres,base.users_cfr
res.partner_ECOSER,crm_case_section_Flandres,base.users_cfr
res.partner_ECOUTR,crm_case_section_Wallonie,base.users_nda
res.partner_ECPEPI,crm_case_section_Wallonie,base.users_nda
res.partner_ECVIEL,crm_case_section_Wallonie,base.users_nda
res.partner_ECWELK,crm_case_section_Wallonie,base.users_nda
res.partner_EDENDE,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_EDENRO,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_EDERKI,crm_case_section_Export,base.users_dso
res.partner_EDIFLO,crm_case_section_Sud,base.users_lmi
res.partner_EDIRAD,crm_case_section_Export,base.users_dso
res.partner_EDNIC2,crm_case_section_Flandres,base.users_cfr
res.partner_EDUCAL,crm_case_section_SudOuest&SudParis,base.users_gro
res.partner_EECKOU,crm_case_section_Flandres,base.users_cfr
res.partner_EFFET1,crm_case_section_Nord,base.users_mer
res.partner_EFFETM,crm_case_section_Nord,base.users_mer
res.partner_EHART1,crm_case_section_Autriche,base.users_dke
res.partner_EHLEMO,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_EHLER,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_EHLERS,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_EISENM,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_ELBAZ,crm_case_section_Wallonie,base.users_nda
res.partner_ELDERM,crm_case_section_Pays-Bas,base.users_sbe
res.partner_ELEME1,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_ELIT,crm_case_section_Sud,base.users_lmi
res.partner_ELITE1,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_ELITES,crm_case_section_Export,base.users_dso
res.partner_ELITY,crm_case_section_Nord,base.users_mer
res.partner_ELIZAB,crm_case_section_Export,base.users_dso
res.partner_ELKM01,crm_case_section_Paris&Périphérie,base.users_dgi
res.partner_ELSTER,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_ELVI,crm_case_section_Flandres,base.users_cfr
res.partner_ELYCA1,crm_case_section_Export,base.users_dso
res.partner_ELYSOF,crm_case_section_Grande-Bretagne,base.users_wto
res.partner_EMAX01,crm_case_section_Wallonie,base.users_nda
res.partner_EMCO,crm_case_section_Pays-Bas,base.users_sbe
res.partner_EMICUI,crm_case_section_Nord,base.users_mer
res.partner_ENDER1,crm_case_section_NordEst&Berlin,base.users_rju
res.partner_ENDERL,crm_case_section_Nord,base.users_mer
res.partner_ENERGO,crm_case_section_Export,base.users_dso
