id,ref,name,responsible,mobile,phone,fax,email,property_supplier_payment_term/id,website,street,street2,zip,city,country,lang,property_account_position,vat,supplier
res.partner_GERLIN,GERLIN,GERLING NAMUR,,,081 324211,081 324301,,account.account_payment_term_net,,"AVENUE PRINCE DE LIEGE ,74-78",,5100,JAMBES,BE,fr_FR,Régime National,,True
res.partner_GEVERS,GEVERS,GEVERS & PARTNERS,,,04 2 52 42 24,04 252 56 90,liege@gevers.com,account.account_payment_term_net,,"RUE SAINTE CROIX, 4",,4000,LIEGE,BE,fr_FR,Régime National,,True
res.partner_GOOGLE,GOOGLE,"GOOGLE IRELAND, LTD",,,,,,account.account_payment_term_net,,GORDON HOUSE,BARROW STREET,,DUBLIN 4,IE,en_US,Régime Intra-Communautaire,,True
res.partner_GOSSEL,GOSSEL,GOSSELIN FORWARDING SERVICES N.V.,,+32 474 54 13 28,03 3281955,03 3254748,Marie-JeanneR@gosselingroup.eu,account.account_payment_term_net,,"BELCROWNLAAN, 40 ",,2100,ANTWERPEN,BE,nl_NL,Régime National,,True
res.partner_GS,GS,GS CHARLEROI SPRL,,,071 469797,071 469798,,account.account_payment_term_net,,RUE FONDS DE CORBEAU 17,,6180,COURCELLES,BE,fr_FR,Régime National,,True
res.partner_HECK,HECK,JEAN HECK EUPEN SA,,,087.89.99.11,087.88.34.85,,account.account_payment_term_net,,SIEBEPONISWEG . 9,,4700,EUPEN,BE,fr_FR,Régime National,,True
res.partner_HEENS1,HEENS1,MARCEL HEENS BUREAUTIQUE,,,04 2208830,04 2220180,admin@heens-bureautique.be,account.account_payment_term_net,,"RUE TRAPPE, 9",,4000,LIEGE,BE,fr_FR,Régime National,,True
res.partner_HELENA,HELENA,HELENA BUSINESS LTD,,,02 27062788,02 27062771,,account.account_payment_term_net,,"9F/3, NO. 237, SEC.2",FU-HSIN S. ROAD,,TAIPEI,TW,en_US,Régime Extra-Communautaire,,True
res.partner_HENGSH,HENGSH,HENGSHENG LEATHER PRODUCTS FACTORY,,,,,,account.account_payment_term_net,,FOSHAN NANHAI DALI INDUSTRIAL ZONE,HUANGQI SHAXI,528248,FOSHAN,CN,fr_FR,Régime Extra-Communautaire,,True
res.partner_HOLIDA,HOLIDA,HOLIDAY INN EXPRESS DORTMUND,,,+49 231176990,+49 23117699100,,account.account_payment_term_net,,MOSKAUER STRASSE 1,,44269,DORTMUND,DE,en_US,Régime Intra-Communautaire,,True
res.partner_HOYER1,HOYER1,HOYER S.A.,,,0033 328551141,0033 328551134,ccoutsiers@hoyez.com,account.account_payment_term_net,,"71, RUE DE LILLE Z.I.",,59710,AVELIN,FR,fr_FR,Régime National,,True
res.partner_I2IEVE,I2IEVE,I2I EVENTS,,,0044 2077284209,0044 2077283900,,account.account_payment_term_net,,HAMPSTEAD ROAD,GREATER LONDON HOUSE,NW1 7EJ,LONDON,GB,fr_FR,Régime Intra-Communautaire,,True
res.partner_IAW,IAW,IAW GMBH & CO KG,,,49 6188 990742,49 6188 990744,,account.account_payment_term_net,,AN DEN HIRTENCKERN 9,,63791,KARLSTEIN,DE,en_US,Régime Extra-Communautaire,,True
res.partner_IBGRA1,IBGRA1,IB GRAF SPRL,,0475 707407,04/228.78.23,04/227.95.24,,account.account_payment_term_net,,ZONING DES HAUTS-SARTS,"RUE D'ABHOOZ , 27",4040,HERSTAL,BE,fr_FR,Régime National,,True
res.partner_IJLLON,IJLLON,REED EXHIBITIONS LTD,,,0044 2082712144,0044 2089107930,ijlteam@reedexpo.co.uk,account.account_payment_term_net,,28 THE QUADRANT,GATEWAY HOUSE,TW9 1DN,RICHMOND,GB,en_US,Régime Intra-Communautaire,,True
res.partner_IMDPLC,IMDPLC,IMD MEDIA LTD,,,0033 149499970,,france@imdplc.com,account.account_payment_term_net,,"53, RUE D'HAUTEVILLE",,75010,PARIS,FR,fr_FR,Régime National,,True
res.partner_INGPAR,INGPAR,ING PARIS,,,0033 156393567,0033 156394130,,account.account_payment_term_net,,COEUR DEFENSE A,EUROPEAN BUSINESS DESK - EBD,92931,PARIS LA DEFENSE CEDEX,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_INK,INK,INK COMPANY,,,44.20.7613.8777,020.76.13.87.76,,account.account_payment_term_net,,141-143 - SHOREDITCH HIGH STREET,,E1 6JE,LONDON,GB,fr_FR,Régime National,,True
res.partner_INTERB,INTERB,INTERBAT BVBA,,,02 4667010,02 4661129,info@interbat.be,account.account_payment_term_net,,BODEGEMSTRAAT 292,,1700,SINT-MARTENS-BODEGEM,BE,nl_NL,Régime National,,True
res.partner_INTERC,INTERC,TRANSUNIVERSE CARGO,,,09.253.31.71,09.253.31.72,,account.account_payment_term_net,,INDUSTRIEWEG . 64-66,,9032,WOMMELGEM,BE,fr_FR,Régime National,,True
res.partner_INTERG,INTERG,INTERGIFT IFEMA,,,0034 902221616,0034 917225792,intergift@ifema.es,account.account_payment_term_net,,FERIA DE MADRID,,28042,MADRID,ES,en_US,Régime Intra-Communautaire,,True
res.partner_INTERT,INTERT,INTERTRANS SA,,,56 431 260,,,account.account_payment_term_net,,LA BLOK B/1,,8930,REKKEM,BE,nl_NL,Régime National,,True
res.partner_IPMGRO,IPMGRO,SA IPM GROUP NV,,,02 2112718,,,account.account_payment_term_net,,RUE DES FRANCS 79,,1040,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_ISIS1,ISIS1,ISIS SPRL,,,071/34.07.70,071/34.52.66,,account.account_payment_term_net,,"PLACE DES MARTYRS , 1",,6040,JUMET,BE,fr_FR,Régime National,,True
res.partner_ISOLPU,ISOLPU,ISOLPUR SPRL,,,087 222699,087 222899,info@isolpur.be,account.account_payment_term_net,,"RUE EMILE GOEDERT, 12A",,4970,FRANCORCHAMPS,BE,fr_FR,Régime National,,True
res.partner_ISTOCK,ISTOCK,ISTOCKPHOTO LP,,,00 4032653062,,,account.account_payment_term_net,,"SUITE 200,",1240 20TH AVENUE SE,T2G 1M8,"CALGARY, ALBERTA",CA,en_US,Régime Extra-Communautaire,,True
res.partner_ITTWAT,ITTWAT,ITT WATER & WASTEWATER BELGIUM BVBA,,,02 7209010,02 7205481,ittwwwbe@itt.com,account.account_payment_term_net,,VIERWINDEN 5B,,1930,ZAVENTEM,BE,fr_FR,Régime National,,True
res.partner_JAMEND,JAMEND,JAMENDO S.A.,,,00352 2653421,00352 26534242,licensing@jamendo.com,account.account_payment_term_net,,"AVENUE DE LA LIBERTE, 76",,1930,LUXEMBOURG,LU,fr_FR,Régime Intra-Communautaire,,True
res.partner_JATON,JATON,JATON INDUSTRIAL LTD,,+86 13905515131,+86551 2837327,+86551 2823695,,account.account_payment_term_net,,"1704 STAR MANSION,",64 XUANCHENG ROAD,230001,"HEFEI, ANHUI",CN,en_US,Régime Extra-Communautaire,,True
res.partner_JOASS,JOASS,JOASSIN-DAVIDTS,,32476472087,3423495,04 34140 95,,account.account_payment_term_net,,RUE DE L'ECONOMIE 2,,4431,LONCIN,BE,fr_FR,Régime National,,True
res.partner_JUBINA,JUBINA,JUBINALE (POLISH JEWELLERY),,,0048 585209099,0048 585201013,,account.account_payment_term_net,,UL. EDISONA 3/3,,80-172,GDANSK,PL,en_US,Régime Intra-Communautaire,,True
res.partner_KRAJOP,KRAJOP,KRAJO PRODUCTS,,0486 216074,087 787773,087 787790,krajo@skynet.be,account.account_payment_term_net,,RUE DES FOULERIES 7/11,,4800,VERVIERS,BE,fr_FR,Régime National,,True
res.partner_KUEHNE,KUEHNE,KUEHNE + NAGEL NV,,,03 2206311,03 2331508,Ahoitif.Ourimchi@kuehne-nagel.com,account.account_payment_term_net,,FRANKRIJKLEI . 115,,2000,ANTWERPEN,BE,fr_FR,Régime National,,True
res.partner_LABEL7,LABEL7,LABEL 7 S.A.S.,,,0033 141830889,0033 141714381,france@label7.com,account.account_payment_term_net,,"100, AVENUE DU GENERAL LECLERC",ZA DE LOURCQ LOT 136,93692,PANTIN CEDEX,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_LAMPIR,LAMPIR,LAMPIRIS SA,,,078 790790,04 3440018,info@lampiris.be,account.account_payment_term_net,,"RUE NATALIS, 2",,4020,LIEGE,BE,fr_FR,Régime National,,True
res.partner_LARVEN,LARVEN,"LARVENDER CO., LIMITED",,00 86 13928412418,0086 755 25634986,0086 755 26971795,,account.account_payment_term_net,,TRADE XINGYE I. Z. ZHONGSHAN ROAD,NANSHAN DISTRICT,518052,SHENZHEN,CN,en_US,Régime Extra-Communautaire,,True
res.partner_LEIX1,LEIX1,LEIX MERCHANDISING LTD,,,,,leix@netvigator.com,account.account_payment_term_net,,223. HONG FONG ROAD ROOM 316 30/FL,,,NEW TERRITORIES,HK,nl_NL,Régime Extra-Communautaire,,True
res.partner_LEMAU,LEMAU,LE MAUT MICHEL,,0033 686946594,0475 983412,0475 983090,,account.account_payment_term_net,,12 . RUE JANIN,,69004,LYON,FR,nl_NL,Régime National,,True
res.partner_LEPEIN,LEPEIN,LE PEINTRE CARROSSIER,,,087 353526,087 353546,,account.account_payment_term_net,,RUE JARDIN ECOLE 44,,4820,DISON,BE,fr_FR,Régime National,,True
res.partner_LESSEN,LESSEN,L'ESSENTIEL DE LA MAROQUINERIE,,,"1,41,74,60,84","1,41,74,60,84",,account.account_payment_term_net,,"10 , RUE DU LAC",,94160,SAINT - MANDE,FR,fr_FR,Régime National,,True
res.partner_LIBER1,LIBER1,LIBERTYLAN,,+33 611114367,+33 437497830,+33 437497831,contacteznous@libertylan.com,account.account_payment_term_net,,"10D, RUE DES ROSIERISTES",,69410,CHAMPAGNE AU MONT D'OR,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_LINKED,LINKED,LINKEDIN IRELAND LIMITED,,,,,,account.account_payment_term_net,,77 SIR JOHN ROGERSON'S QUAY,,,DUBLIN 2,IE,en_US,Régime Intra-Communautaire,,True
res.partner_LOADIN,LOADIN,LOADING SYSTEMS BELGIUM NV,,0473 993947,03 2315470,03 2314834,info@loading-systems.be,account.account_payment_term_net,,BELCROWNLAAN 13G,,2100,ANTWERPEN,BE,nl_NL,Régime National,,True
res.partner_LOGISO,LOGISO,LOGISOL PRO,,,09.231.97.40,09.231.97.40,,account.account_payment_term_net,,WAUTERSDREEF  22,,9090,MELLE,BE,fr_FR,Régime National,,True
res.partner_LUTZ,LUTZ,GLEISS LUTZ,,,49 71189970,49 711855096,,account.account_payment_term_net,,MAYBACHSTRASSE . 6,,70469,STUTTGART,DE,fr_FR,Régime National,,True
res.partner_LUXSEL,LUXSEL,LUX-SEL S.A.,,,051 244665,051 211583,info@luxsel.be,account.account_payment_term_net,,DELAERESTRAAT 37,,8800,ROESELARE,BE,nl_NL,Régime National,,True
res.partner_MADE2S,MADE2S,MADE 2 SA,,0473 97 00 82,04 2752600,04 2752610,made2@skynet.be,account.account_payment_term_net,,RUE DES NONNES; 26/1,,4400,FLEMALLE,BE,fr_FR,Régime National,,True
res.partner_MAISO3,MAISO3,SAFI. MAISON&OBJET,,,0033 144290200,0033 144290236,,account.account_payment_term_net,,"4, PASSAGE ROUX",,75850,PARIS CEDEX 17,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_MALLI,MALLI,MALLIER ERIC,,,03.26.82.46.83,,,account.account_payment_term_net,,5 . RUE EUSTACHE DESCHAMPS,,51100,REIMS,FR,fr_FR,Régime National,,True
res.partner_MANIFO,MANIFO,MANIFOLS IND. COMPANY  LTD,,,852 2414 7358,852 2414 7359,,account.account_payment_term_net,,MILLION FORTUNE IND. CENTRE,34-36 CHAI WAN KOK STREET,,TSUEN WAN,HK,en_US,Régime Extra-Communautaire,,True
res.partner_MANPOW,MANPOW,MANPOWER BELGIUM SA,,,,,,account.account_payment_term_net,,AVENUE LOUISE . 523,,1050,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_MARTEA,MARTEA,MARTEAU & LEMARIE,,,0033 141713876,0033 141713877,,account.account_payment_term_net,,"45, RUE DELIZY",,93692,PANTIN CEDEX,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_MCT001,MCT001,MCT,,,,,,account.account_payment_term_net,,FINLANDZKA 10,,03-903,WARSZAWA,PL,en_US,Régime Intra-Communautaire,,True
res.partner_MDSERV,MDSERV,MD SERVICES,,,0475 494715,,,account.account_payment_term_net,,RUE DES ACACIAS 29,,4470,STOCKAY ST. GEORGES,BE,fr_FR,Régime National,,True
res.partner_MEDIAM,MEDIAM,MEDIA MARKT HERSTAL SA,,,04 2407040,,,account.account_payment_term_net,,RUE BASSE CAMPAGNE 2,,4040,HERSTAL,BE,fr_FR,Régime National,,True
res.partner_MELOT1,MELOT1,BERNARD MELOTTE,,,086 219300,086 219301,sikivie.melotte@skynet.be,account.account_payment_term_net,,CHAINRUE 94,,6940,BARVAUX S/ OURTHE,BE,fr_FR,Régime National,,True
res.partner_MENSUR,MENSUR,MENSURA ASBL,,,02.549.71.10,02.219.14.00,,account.account_payment_term_net,,GOUVERNEUR ROPPESINGEL 25,TAXANDRIA CENTER,3500,HASSELT,BE,fr_FR,Régime National,,True
res.partner_MERTEN,MERTEN,MERTENS,,,010.24.12.43,010.24.18.57,,account.account_payment_term_net,,BD DU CENTENAIRE . 5,,1325,DION-VALMONT,BE,fr_FR,Régime National,,True
res.partner_MESSAR,MESSAR,MESS AROUND,,,0033 134739060,0033 134699011,equipe@mess-around.com,account.account_payment_term_net,,"45, RUE DES CLOTTINS",,95560,MONTSOULT,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_MESSEO,MESSEO,MESSE OFFENBACH GMBH,,,49.69.82.97.55-0,49.69.82.97.55.60,info@messe-offenbach-de,account.account_payment_term_net,,KAISERSTRASSE . 108-112,,63065,OFFENBACH A MAIN,DE,fr_FR,Régime National,,True
res.partner_MICRO1,MICRO1,MICROSOFT ONLINE INC.,,,,,,account.account_payment_term_net,,"6100 NEIL ROAD, STE 100",,89511NV,RENO,US,en_US,Régime Extra-Communautaire,,True
res.partner_MIPEL,MIPEL,AIMPES SERVIZI SRL,,,+39 0258451.1,+39 0258451320,segreteria@mipel.it,account.account_payment_term_net,,"V. LE BEATRICE D'ESTE, 43",,20122,MILANO,IT,fr_FR,Régime Intra-Communautaire,,True
res.partner_MODEIN,MODEIN,MODE INFORMATION,,,+2206 6007 0,+ 2206 6007 - 17,,account.account_payment_term_net,,PILGERSTRASSE . 20,,51491,OVERATH,DE,fr_FR,Régime Intra-Communautaire,,True
res.partner_MOOVE1,MOOVE1,MOOVE,,+32 477 772435,,,,account.account_payment_term_net,,"RUE DE LA BRUYERE FLEURIE, 2",,5024,MARCHE-LES-DAMES,BE,fr_FR,Régime National,,True
res.partner_MOSSOU,MOSSOU,MOSSOUX  MICHEL STYLISTE,,0475 590188,02.380.71.01,,mossoux.michel@skynet.be,account.account_payment_term_net,,21 /F8 - RUE NOTRE DAME,RESIDENCE NOTRE DAME BLOC F,1420,BRAINE-L'ALLEUD,BE,fr_FR,Régime National,,True
res.partner_MSEURO,MSEURO,MS EUROPE SPRL,,,02 2230863,02 2230865,,account.account_payment_term_net,,"RUE DES PALAIS, 44/52",,1030,BRUXELLES,BE,fr_FR,Régime Intra-Communautaire,,True
res.partner_MULTIM,MULTIM,INFO ET PROD. MULTIMEDIA,,,02 2112718,,,account.account_payment_term_net,,"RUE DES FRANCS, 79",,1040,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_MULTIP,MULTIP,MULTIPRINT S.A.,,,04 3422968,04 3415782,,account.account_payment_term_net,,"152, RUE DE FETINNE",,4020,LIEGE,BE,fr_FR,Régime National,,True
res.partner_NADACL,NADACL,TERRY NADASDI (NLT),,,,,mail@nadaclair.com,account.account_payment_term_net,,11027 64 AVENUE NW,,T6H 1T4,EDMONTON AB,CA,en_US,Régime Extra-Communautaire,,True
res.partner_NOTREL,NOTREL,A.S.B.L. NOTRE LION,,,042 503115,,,account.account_payment_term_net,,"RUE DU MONUMENT, 30",,4347,FEXHE-LE-HAUT-CLOCHER,BE,fr_FR,Régime National,,True
res.partner_NOVAGR,NOVAGR,NOVAGRAAF,,,020.564.14.11,020.696.23.03,,account.account_payment_term_net,,HOGEHILWEG . 3,PB 22722,1100,DE AMSTERDAM ZO,NL,fr_FR,Régime National,,True
res.partner_OKTOPU,OKTOPU,OKTOPUS,,,02 5420542,02 5420543,contact@oktopus.com,account.account_payment_term_net,,AVENUE LOUISE 331,,1050,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_ONET,ONET,ONET BELGIUM SA,,,02.428.20.29,02.423.04.60,,account.account_payment_term_net,,100 RUE DES PALAIS ,,1030,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_ONETEL,ONETEL,ONE TELECOM,,,081 225357,081 833459,facturation@one-telecom.be,account.account_payment_term_net,,"RUE DU GRAND CHAMP, 6",,5380,NOVILLE-LES-BOIS,BE,fr_FR,Régime National,,True
res.partner_OVHSAS,OVHSAS,SAS OVH,,,0033 899701761,0033 320200958,,account.account_payment_term_net,,"2, RUE KELLERMANN",BP 80157,59100,ROUBAIX,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_PANYUH,PANYUH,JIAFU PANYU LIJIANG HOTEL,,,,,,account.account_payment_term_net,,WAITING FOR,,,GUANGZHOU,CN,en_US,Régime Extra-Communautaire,,True
res.partner_PARIS3,PARIS3,PARISI FULVIO,,,0039 3343009725,0039 236592632,allestimentifulvioparisi@yahoo.it,account.account_payment_term_net,,VIA XX SEPTEMBRE N.132,,20099,"SESTO S. GIOVANNI, MILANO",IT,en_US,Régime Intra-Communautaire,,True
res.partner_PARISG,PARISG,PARIS GARE DE L'EST MAGENTA,,,0033 148248484,0033 148009103,H6223@accor.com,account.account_payment_term_net,,"1-3, COUR DE LA FERME SAINT LAZARE",,75010,PARIS,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_PERIME,PERIME,PERIMETER PARTNERS INTERN. LTD,,,0044 1617888065,,,account.account_payment_term_net,,1 PRINCESS STREET,,M1 7AG,MANCHESTER,GB,fr_FR,Régime Intra-Communautaire,,True
res.partner_POLYTR,POLYTR,POLYTRA INTERNATIONAL LOGISTICS,,,03.205.05.01,03.205.03.50,,account.account_payment_term_net,,POTVLIETLAAN . 7,,2600,BERCHEM (ANTWERPEN),BE,fr_FR,Régime National,,True
res.partner_POTVIN,POTVIN,POTVIN JEAN-LUC SPRL,,0475 29 27 26,04.278.06.34,04.278.06.63,,account.account_payment_term_net,,RUE LAMBERT DEWONCK . 90,,4452,WIHOGNE,BE,fr_FR,Régime National,,True
res.partner_POZNAN,POZNAN,TARGI POZNANSKIE SP. Z.O.O.,,,0061 8692000,0061 8692999,,account.account_payment_term_net,,UL. GLOGOWSKA 14,,60-734,POZNAN,PL,en_US,Régime Intra-Communautaire,,True
res.partner_PREMIU,PREMIU,PREMIUM.PL,,,,,,account.account_payment_term_net,,DOMANIEWSKA 37,,02-672,WARSZAWA,PL,en_US,Régime Intra-Communautaire,,True
res.partner_PREMOB,PREMOB,PRECOMPTE IMMOBILIER,,,,,,account.account_payment_term_net,,RUE PARADIS LIEGE 10,,4000,LIEGE,BE,fr_FR,Régime National,,True
res.partner_PRETAP,PRETAP,PRET A PORTER PARIS,,,0033 144315271,0033 144315280,exhidept@pretparis.com,account.account_payment_term_net,,"38-40, AVENUE DE NEW YORK",,75016,PARIS,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_PRODUL,PRODUL,A PRODULE SYSTEMS (P) LTD.,,,0091 9442374574,,,account.account_payment_term_net,,"30, BHARATHI PARK 5TH CROSS",SAIBABA COLONY,641011,COIMBATORE TAMIL NADU,IN,fr_FR,Régime Extra-Communautaire,,True
res.partner_PROPRI,PROPRI,OFFICE PROPRIETE INTELLECTUELLE,,,0031 703491111,0031 703475708,,account.account_payment_term_net,,BP 90404,,2509LK,LA HAYE,NL,en_US,Régime Intra-Communautaire,,True
res.partner_RANDST,RANDST,RANDSTAD BELGIUM SA,,,02/474.60.00,02/476.07.06,,account.account_payment_term_net,,BURO & DESIGN CENTER B71,,1020,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_RASPUB,RASPUB,RAS PUBLISHING,,,1484846069,1484846232,,account.account_payment_term_net,,THE OLD TOWN HLL,LEWISHAM ROAD,HD7 5AL,HUDDERSFIELD,GB,fr_FR,Régime National,,True
res.partner_RDTGRO,RDTGRO,GROUPE RDT S.A.S.,,,0033 491030647,0033 491030694,,account.account_payment_term_net,,"10, AVENUE DE LA BAUXITE",Z.I. DE LA DELORME,13315,MARSEILLE CEDEX 15,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_REFORM,REFORM,REFORME SA,,,04 2505150,04 2505351,info@reforme-sa.be,account.account_payment_term_net,,CHEMIN DES MOISSONS 10,PARC ARTISANAL DES CAHOTTES,4400,FLEMALLE,BE,fr_FR,Régime National,,True
res.partner_REM,REM,REMY JOSEPH,,,02 6878067,02 6878067,,account.account_payment_term_net,,MARNIXLAAN 16,,3090,OVERIJSE,BE,fr_FR,Régime National,,True
res.partner_REMANS,REMANS,REMANS,,0495 252350,04 2751599,04 2751544,,account.account_payment_term_net,,"AUX HOUX,  9&12",,4480,CLERMONT S/HUY,BE,fr_FR,Régime National,,True
res.partner_REPORT,REPORT,LEDERWAREN REPORT,,,02.11.577.08.0,02.11 577 08 12,,account.account_payment_term_net,,POSTFACH 11 12 49 ,,40512,DUSSELDORF,DE,fr_FR,Régime Intra-Communautaire,,True
res.partner_ROTHJ1,ROTHJ1,JÜRGEN ROTH,,+49 179 2052226,+49 179 2052226,,roth.hv@gmx.de,account.account_payment_term_net,,BRANDENBURGERSTR. 74,,14542,WERDER,DE,fr_FR,Régime National,,True
res.partner_ROULAR,ROULAR,EXPRESS ROULARTA,,,0033 175554405,,,account.account_payment_term_net,,"29, RUE DE CHATEAUDUN",,75308,PARIS CEDEX 09,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_RUSIAL,RUSIAL,ALARMRUSI,,0475 412801,04 2782594,,alarmrusi@skynet.be,account.account_payment_term_net,,"RUE DES TROIS FERMES, 90",,4040,HERSTAL,BE,fr_FR,Régime National,,True
res.partner_RYANAI,RYANAI,RYANAIR.COM,,,,,,account.account_payment_term_net,,EN ATTENTE,,,,BE,fr_FR,Régime National,,True
res.partner_SACOAI,SACOAI,SACO AIRFREIGHT NV,,,02 7518949,02 7517939,,account.account_payment_term_net,,BRUCARGO BUILDING 725,,1931,BRUCARGO / ZAVENTEM,BE,fr_FR,Régime National,,True
res.partner_SAGEBE,SAGEBE,SAGE LIEGE,,,04 3437746,,info@sage.be,account.account_payment_term_net,,"RUE NATALIS, 2",,4020,LIEGE,BE,fr_FR,Régime National,,True
res.partner_SALKO1,SALKO1,SALKO LEDERWAREN AG,,,,,,account.account_payment_term_net,,PO BOX 323,,8803,RUSCLIKON,CH,fr_FR,Régime National,,True
res.partner_SAMSON,SAMSON,SAMSON ENGINEERING SA,,,42 237 000,42 237 292,,account.account_payment_term_net,,10. PLACE EMILE DUPONT,,4000,LIEGE,BE,fr_FR,Régime National,,True
res.partner_SCHLE1,SCHLE1,SCHLEIPER S.A.,,,02 5382759,,,account.account_payment_term_net,,RUE DE L'ETANG 63-75,,1040,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_SCRIBD,SCRIBD,SCRIBD SAN FRANCISCO,,,,,support@scribd.com,account.account_payment_term_net,,539 BRYANT ST.,SUITE 200,94107,"SAN FRANCISCO, CA",US,en_US,Régime Extra-Communautaire,,True
res.partner_SDV001,SDV001,SDV,,,03 2345644,03 2345662,,account.account_payment_term_net,,RIJNKAAI 37,,2000,ANTWERPEN,BE,fr_FR,Régime National,,True
res.partner_SECUR1,SECUR1,SECURITAS ALERT SERVICES NV,,,02 2632400,02 2632410,,account.account_payment_term_net,,SINT-LENDRIKSBORRE 3,,1120,NEDER-OVER--HEEMBEEK,BE,nl_NL,Régime National,,True
res.partner_SEDIM,SEDIM,SEDIM,,,33 142442244,33 142442245,maroquinerie.francaise@wanadoo.fr,account.account_payment_term_net,,"21 , RUE DU MONT THABOR",,75001,PARIS,FR,fr_FR,Régime National,,True
res.partner_SHINCH,SHINCH,SHIN CHO TRADING CO LTD,,,,,,account.account_payment_term_net,,"SHIN CHO BLDG , 23-2 GURO- DONG",,,SEOUL,KR,nl_NL,Régime Extra-Communautaire,,True
res.partner_SINO,SINO,SION TREND CO.,,,+86 662 3415837,+86 662 3420869,sinotrend999@yahoo.com.cn,account.account_payment_term_net,,"N3, DONGNAN 2ND LANE, SHIWAN ROAD,",YANGIJANG,,GUANGDONG,CN,fr_FR,Régime National,,True
res.partner_SOBEL,SOBEL,SOBELPU,,,,,info@sobelpu.be,account.account_payment_term_net,,30B Rue des Pépinières,,4632,CEREXHE-HEUSEUX,BE,fr_FR,Régime National,,True
res.partner_SOBELT,SOBELT,SOBELTAX-LOCATION,,,071 320434,071 303830,info.charleroi@sobeltaxlocation.be,account.account_payment_term_net,,"CHAUSSEE DE BRUXELLES, 186",,6020,DAMPREMY,BE,fr_FR,Régime National,,True
res.partner_SOCRAN,SOCRAN,SOCRAN SA,,443678335,04.367.83.11,04.367.873.00,,account.account_payment_term_net,,LIEGE SCIENCE PARK,AVENUE PRE AILY,4031,ANGLEUR,BE,fr_FR,Régime National,,True
res.partner_SOGES,SOGES,SOGESMA,,,,,,account.account_payment_term_net,,204. ROUTE DE METTET,,5620,FLORENNES,BE,fr_FR,Régime National,,True
res.partner_SOGID,SOGID,SOGID SA,,,04.345.93.50,04.345.93.60,,account.account_payment_term_net,,AV. G. TRUFFAUT 42,,4020,LIEGE,BE,fr_FR,Régime National,,True
res.partner_SOGO,SOGO,SOFA INDUSTRIAL COMPANY  (HANG HE),,,23946726,,,account.account_payment_term_net,,2-16 KEILUNG STREET FLAT F.13/F WAH,,99999,KOWLOON,HK,en_US,Régime Extra-Communautaire,,True
res.partner_SOGROU,SOGROU,SO GROUP - FREEMAN COMPANY LTD,,,0033 1217823388,0033 1217823443,,account.account_payment_term_net,,"7, PILGRIM STREET",,EC4V 6LB,LONDON,GB,en_US,Régime Intra-Communautaire,,True
res.partner_SOLUTR,SOLUTR,SOLUTRANS S.A.,,,087 788838,087 788837,info@solutrans.be,account.account_payment_term_net,,"AVENUE ANDRE ERNST, 1/Z",,4800,PETIT-RECHAIN (Z.I.),BE,fr_FR,Régime National,,True
res.partner_SOSIMP,SOSIMP,SO SIMPLE LIMITED,,,0044 3178236,,,account.account_payment_term_net,,EARLS COURT EXHIBITION CENTRE,WARWICK ROAD,SW5 9TA,LONDON,GB,en_US,Régime Intra-Communautaire,,True
res.partner_SPI,SPI,SPI +,,,04 2301111,04 2301120,,account.account_payment_term_net,,RUE LONHIENNE . 14,,4000,LIEGE,BE,fr_FR,Régime National,,True
res.partner_STIBBE,STIBBE,STIBBE,,,02.533.52.11,02.533.52.12,info@stibbe.be,account.account_payment_term_net,,RUE HENRI WALEFAERTS . 47.51,,1060,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_STLFRA,STLFRA,STL FRANCE BELGIUM S.A.,,,02 3330036,02 3330046,,account.account_payment_term_net,,"CHAUSSEE DE RUISBROEK, 81",,1190,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_STRAPS,STRAPS,STRAPS SPRL,,,04.368.83.96,04.368.50 .30,,account.account_payment_term_net,,ZI D'IVOZ-RAMET,,4400,FLEMALLE,BE,fr_FR,Régime National,,True
res.partner_SUNNGA,SUNNGA,SUN GAI INDUSTRIES CO.,,,+852 24293512,+852 24805158,sunngai8@netvigator.com,account.account_payment_term_net,,"FLAT 6 12/F, PREMIER CENTRE,","20 CHEUNG SHUN STREET,",KOWLOON,,,en_US,Régime Extra-Communautaire,,True
